Disease,NCT Number,Study Title,Study URL,Study Results,Sex,Age,Phases,Conditions 1,Conditions 2,Conditions 3,Conditions 4,Conditions 5,Interventions 1,Interventions 2,Interventions 3,Interventions 4,Interventions 5,Locations_1,Locations_2,Locations_3,Principal Investigators 1,Principal Investigators 2,Principal Investigators 3,,
Atopic Dermatitis,NCT05598762,The Transcriptomic Study of Thai Patients With Atopic Dermatitis by Tape Strips,https://clinicaltrials.gov/study/NCT05598762,NO,ALL,"CHILD, ADULT",,Atopic Dermatitis,,,,,GENETIC: Tape strips,,,,,"Queen Sirikit National Institute of Child Health, Bangkok, 10400, Thailand",,,,,,,
Atopic Dermatitis,NCT06248814,"A Study to Evaluate the Safety, Tolerability, Drug Levels, and Drug Effects of BMS-986326 in Participants With Atopic Dermatitis",https://clinicaltrials.gov/study/NCT06248814,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,"Dermatitis, Atopic",,,,,DRUG: BMS-986326,OTHER: Placebo,,,,"Local Institution - 0009, Pardubice, 530 02, Czechia","CHU Estaing, Clermont-Ferrand, 63003, France","CHU de Nice - L'Archet, Nice, 06200, France",Bristol-Myers Squibb,,,,
Atopic Dermatitis,NCT05004324,Safety and Efficacy of FURESTEM-AD Inj. for Moderate to Severe Atopic Dermatitis (AD),https://clinicaltrials.gov/study/NCT05004324,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,"Dermatitis, Atopic",,,,,BIOLOGICAL: FURESTEM-ADÂ® inj. 5.0 X 10^7 cells/1.5 mL,BIOLOGICAL: Placebo,,,,"Chosun University Hospital, Gwangju, Jeollanam-do, 61453, Korea, Republic of",,,Yeonglib Park,Yangwon Lee,Sanguk Son,Donghoon Lee,Chanho Na
Atopic Dermatitis,NCT05969717,Induced Pluripotent Stem Cell Derived Exosomes for the Treatment of Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05969717,NO,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,Atopic Dermatitis,,,,,DRUG: GD-iExo-001,OTHER: normal saline,,,,"Chinese Academy of Medical Science & Peking Union Medical College Hospital, Beijing, Beijing, 100730, China",,,Hongzhong Jin,,,,
Atopic Dermatitis,NCT06169527,A Long-term Data Collection Study of Participants in France Aged 6 Years Old or More With Atopic Dermatitis Receiving Dupilumab,https://clinicaltrials.gov/study/NCT06169527,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Atopic Dermatitis,,,,,DRUG: Dupilumab,,,,,"Investigational Site Number: 2500021, Argenteuil, 95100, France","Investigational Site Number: 2500018, Arras, 62022, France","Investigational Site Number: 2500011, Ars Laquenexy, 57530, France",,,,,
Atopic Dermatitis,NCT04836858,A Study to Assess the Efficacy and Safety of CMK389 in Patients With Moderate to Severe Atopic Dermatitis.,https://clinicaltrials.gov/study/NCT04836858,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,BIOLOGICAL: CMK389,BIOLOGICAL: Placebo,,,,"Novartis Investigative Site, Pardubice, Czech Republic, 530 02, Czechia","Novartis Investigative Site, Praha 10, 100 34, Czechia","Novartis Investigative Site, Marseille, 13008, France",,,,,
Atopic Dermatitis,NCT05048056,"Phase 2 Study of Efficacy and Safety of AK120, in Subjects With Moderate-to-Severe Atopic Dermatitis",https://clinicaltrials.gov/study/NCT05048056,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,DRUG: Placebo,DRUG: AK120,DRUG: AK120,,,"AkesoBio Investigative Site 2003, Little Rock, Arkansas, 72204, United States","AkesoBio Investigative Site 2010, Canoga Park, California, 91303, United States","AkesoBio Investigative Site 2021, San Diego, California, 92119, United States",,,,,
Atopic Dermatitis,NCT05633355,"A Study to Assess the Safety, Tolerability, and Efficacy of Rocatinlimab in Adolescent Participants With Moderate-to-severe Atopic Dermatitis (AD)",https://clinicaltrials.gov/study/NCT05633355,NO,ALL,CHILD,PHASE3,Atopic Dermatitis,,,,,DRUG: Rocatinlimab,,,,,"Phoenix Childrens Hosptial, Phoenix, Arizona, 85016, United States","Medical Advancement Centers of Arizona, Tempe, Arizona, 85283, United States","Dermatology Trial Associates, Bryant, Arkansas, 72022, United States",,,,,
Atopic Dermatitis,NCT05375929,A Study to Learn About Abrocitinib Tablets in People With Atopic Dermatitis in India,https://clinicaltrials.gov/study/NCT05375929,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,DRUG: Abrocitinib 100 mg,DRUG: Abrocitinib 200 mg,,,,"All India Institute of Medical Sciences, New Delhi, Delhi, 110029, India","Sir Ganga Ram Hospital, New Delhi, Delhi, 110060, India","Nirmal Hospital Pvt Ltd., Surat, Gujarat, 395002, India",Pfizer .gov Call Center,,,,
Atopic Dermatitis,NCT05127421,Ruxolitinib Cream in Participants With Facial and/or Neck Atopic Dermatitis Involvement,https://clinicaltrials.gov/study/NCT05127421,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,DRUG: Ruxolitinib cream,DRUG: Vehicle,,,,"Science37, Culver City, California, 90230, United States",,,Haq Nawaz,,,,
Atopic Dermatitis,NCT00484003,"A Quality of Life and Safety Study With Pimecrolimus Cream, 1% in Children (Age 2-12 Years) With Atopic Dermatitis",https://clinicaltrials.gov/study/NCT00484003,NO,ALL,CHILD,PHASE4,Atopic Eczema,,,,,DRUG: Pimecrolimus cream 1%,,,,,"Investigative Sites, Various Cities, South Africa",,,Novartis Pharmaceuticals,,,,
Atopic Dermatitis,NCT05155085,A Study to Assess Subcutaneous Lirentelimab (AK002) in Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05155085,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,DRUG: AK002,OTHER: Placebo,,,,"Allakos Investigational Site 218-034, Birmingham, Alabama, 35209, United States","Allakos Investigational Site 218-074, Cullman, Alabama, 35058, United States","Allakos Investigational Site 218-025, Gilbert, Arizona, 85018, United States",Chin Lee,,,,
Atopic Dermatitis,NCT04392154,Long-term Safety and Efficacy Study of Lebrikizumab (LY3650150) in Participants With Moderate-to-Severe Atopic Dermatitis (ADjoin),https://clinicaltrials.gov/study/NCT04392154,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,BIOLOGICAL: Lebrikizumab,,,,,"Pinnacle Research Group, LLC, Anniston, Alabama, 36207, United States","Clinical Research Center of Alabama- Birmingham, Birmingham, Alabama, 35244, United States","Investigate MD, Scottsdale, Arizona, 85255, United States",Call 1-877- (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9  - 5  Eastern time (/ - 5 hours,,,,
Atopic Dermatitis,NCT06277245,A Phase 3 Study of LNK01001 Capsule in Subjects With Moderate to Severe Atopic Dermatitis.,https://clinicaltrials.gov/study/NCT06277245,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,DRUG: LNK01001,DRUG: Placebo,,,,"Dermatological Hospital of Southern Medical University, Guangzhou, China",,,Jianzhong Zhang,,,,
Atopic Dermatitis,NCT05566262,Bodewell Products for the Treatment of Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05566262,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,Atopic Dermatitis,,,,,DRUG: Bodewell Calming Cream,,,,,"The University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States",,,Tiffany Mayo,,,,
Atopic Dermatitis,NCT06216392,Phase III Study of GR1802 Injection in Patients With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06216392,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,BIOLOGICAL: GR1802 injection,BIOLOGICAL: placebo,,,,"Huashan Hospital, Shanghai, Shanghai, 200000, China",,,,,,,
Atopic Dermatitis,NCT05692843,Optimization of Cyclosporin in Atopic Dermatitis Through Multiomic Predictive Models of Treatment Response,https://clinicaltrials.gov/study/NCT05692843,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,Atopic Dermatitis,,,,,DRUG: Cyclosporin A,OTHER: Follow-up of Cyclospoin treatment already started,,,,"Hospital La Paz, Madrid, 28046, Spain",,,Alberto M Borobia,,,,
Atopic Dermatitis,NCT06309355,Topical YR001 Ointment in Adult With Mild to Moderate Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06309355,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,DRUG: YR001 ointment,OTHER: Placebo,,,,"DelRicht Research, Baton Rouge, Louisiana, 70809, United States",,,,,,,
Atopic Dermatitis,NCT02091037,S. Aureus Colonization in Atopic Dermatitis,https://clinicaltrials.gov/study/NCT02091037,NO,ALL,"CHILD, ADULT",,Atopic Dermatitis,,,,,,,,,,"Columbia University Medical Center / Department of Dermatology, New York, New York, 10032, United States",,,Christine T Lauren,,,,
Atopic Dermatitis,NCT02001181,Tofacitinib Ointment For Atopic Dermatitis (Atopic Eczema),https://clinicaltrials.gov/study/NCT02001181,YES,ALL,ADULT,PHASE2,"Dermatitis, Atopic",,,,,DRUG: Tofacitinib ointment 20mg/g,DRUG: Placebo ointment (Vehicle),,,,"SKiN Centre for Dermatology, Peterborough, Ontario, K9J 1Z2, Canada","The Centre for Dermatology, Richmond Hill, Ontario, L4B 1A5, Canada","K. Papp Clinical Research, Waterloo, Ontario, N2J 1C4, Canada",Pfizer .gov Call Center,,,,
Atopic Dermatitis,NCT05819463,Treatment and Medical Care of Patients With Moderate-to-severe Atopic Dermatitis - TREATswitzerland,https://clinicaltrials.gov/study/NCT05819463,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Atopic Dermatitis,,,,,,,,,,"UniversitÃ¤tsspital Basel, Allergologie, Basel, 4031, Switzerland","Inselspital, Department of Dermatology, Bern, 3010, Switzerland","Dermatology & Skin Care Clinic, Buochs, 6374, Switzerland",Dagmar Simon,,,,
Atopic Dermatitis,NCT05363904,Atopic Dermatitis: Sub-Saharan Africa vs. Central Europe,https://clinicaltrials.gov/study/NCT05363904,NO,ALL,"ADULT, OLDER_ADULT",,Atopic Dermatitis,,,,,OTHER: Observation,,,,,"University Hospital Joseph Raseta Befelatanana, Antananarivo, Madagascar","University Hospital Zurich, ZÃ¼rich, Switzerland","Regional Dermatology Training Centre (RDTC), Moshi, Tanzania",Marie-Charlotte BrÃ¼ggen,Daudi Mavura,John Masenga,,
Atopic Dermatitis,NCT05029895,A Study to Evaluate Adverse Events and Change in Disease State of Oral Upadacitinib in Adolescent Participants Ages 12 to <18 Years Old Diagnosed With Atopic Dermatitis (AD),https://clinicaltrials.gov/study/NCT05029895,NO,ALL,CHILD,,Atopic Dermatitis,,,,,,,,,,"Takeo Skin Clinic /ID# 248095, Asahi Owari, Aichi, 488-0032, Japan","Ichinomiya Municipal Hospital /ID# 245070, Ichinomiya-shi, Aichi, 491-8558, Japan","Nagoya City University Hospital /ID# 250809, Nagoya shi, Aichi, 467-8602, Japan",.,,,,
Atopic Dermatitis,NCT04212169,Efficacy and Safety of MEDI3506 in Adult Subjects With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04212169,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,DRUG: MEDI3506,DRUG: Placebo,,,,"Research Site, Birmingham, Alabama, 35209, United States","Research Site, Santa Monica, California, 90404, United States","Research Site, Jacksonville, Florida, 32256, United States",,,,,
Atopic Dermatitis,NCT04921969,A Study to Assess the Efficacy and Safety of Ruxolitinib Cream in Children With Atopic Dermatitis (TRuE-AD3),https://clinicaltrials.gov/study/NCT04921969,YES,ALL,CHILD,PHASE3,Atopic Dermatitis,,,,,DRUG: Ruxolitinib,DRUG: Vehicle Cream,,,,"Clinical Research Center of Alabama, Birmingham, Alabama, 35209, United States","Cahaba Dermatology, Hoover, Alabama, 35244, United States","Physicians Research Group Ii, Gilbert, Arizona, 85295, United States",Brett Angel,,,,
Atopic Dermatitis,NCT05696392,The Purpose of This Study is to Evaluate the Effects of Ruxolitinib Cream on Adults With Atopic Dermatitis Experiencing Sleep Disturbance.,https://clinicaltrials.gov/study/NCT05696392,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,Atopic Dermatitis,,,,,DRUG: ruxolitinib cream,,,,,"First Oc Dermatology, Fountain Valley, California, 92708, United States","Ark Clinical Research, Long Beach, California, 90815, United States","The Gw Medical Faculty Associates, Washington, District of Columbia, 20037, United States",,,,,
Atopic Dermatitis,NCT04178967,Evaluation of the Efficacy and Safety of Lebrikizumab (LY3650150) in Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04178967,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,BIOLOGICAL: Lebrikizumab,OTHER: Placebo,,,,"Investigate MD, Scottsdale, Arizona, 85255, United States","Northwest Arkansas Clinical Trials Center, Rogers, Arkansas, 72758, United States","Bakersfield Dermatology and Skin Cancer Medical Group, Bakersfield, California, 93309, United States",Call 1-877- (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9  - 5  Eastern time (/ - 5 hours,,,,
Atopic Dermatitis,NCT03569293,Evaluation of Upadacitinib in Adolescent and Adult Patients With Moderate to Severe Atopic Dermatitis (Eczema),https://clinicaltrials.gov/study/NCT03569293,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,DRUG: Placebo for Upadacitinib,DRUG: Upadacitinib,,,,"Alliance Dermatology and MOHs /ID# 200375, Phoenix, Arizona, 85032, United States","Clear Dermatology & Aesthetics Center /ID# 201256, Scottsdale, Arizona, 85255-4134, United States","Bakersfield Derma & Skin Cance /ID# 200433, Bakersfield, California, 93309, United States",.,,,,
Atopic Dermatitis,NCT05098821,Extrinsic and Intrinsic Factors in Atopic Dermatitis Upon Systemic Immune Modulation,https://clinicaltrials.gov/study/NCT05098821,NO,ALL,"ADULT, OLDER_ADULT",,Atopic Dermatitis,,,,,"OTHER: not applicable, observational study",,,,,"Dpt of Dermatology and Allergology, CharitÃ© - UniversitÃ¤tsmedizin Berlin, Berlin, 10117, Germany",,,,,,,
Atopic Dermatitis,NCT02594098,Secukinumab for Treatment of Atopic Dermatitis,https://clinicaltrials.gov/study/NCT02594098,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,DRUG: Secukinumab,DRUG: Placebo,,,,"Icahn School of Medicine at Mount Sinai, New York, New York, 10029, United States",,,Emma Guttman,,,,
Atopic Dermatitis,NCT05383378,"A First-In-Human Study to Evaluate the Safety, Tolerability, and Efficacy of Si-544 in Adults With Atopic Dermatitis",https://clinicaltrials.gov/study/NCT05383378,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,Atopic Dermatitis,,,,,DRUG: si-544,DRUG: Placebo,,,,"selectION Clinical Trial Site, Berlin, Germany","selectION Clinical Trial Site, Hamburg, Germany","selectION Clinical Trial Site, Magdeburg, Germany",,,,,
Atopic Dermatitis,NCT05671445,The Study of CM326 in Adult Subjects With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05671445,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,BIOLOGICAL: CM326,,,,,"Peking University People's hospital, Beijing, China",,,,,,,
Atopic Dermatitis,NCT05139836,A Study to Assess Disease Activity in Adolescent and Adult Participants With Atopic Dermatitis Who Receive Oral Upadacitinib Tablets in a Real-World Setting,https://clinicaltrials.gov/study/NCT05139836,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Atopic Dermatitis,,,,,,,,,,"Universitaetsklinik Heidelberg /ID# 245834, Heidelberg, Baden-Wuerttemberg, 69120, Germany","Beldio Research GmbH /ID# 245830, Memmingen, Bayern, 87700, Germany","Dermazent /Id# 268146, Munich, Bayern, 80331, Germany",.,,,,
Atopic Dermatitis,NCT04725136,Safety and Explore the Efficacy of Multiple Doses of FURESTEM-AD Inj. for Moderate to Severe Chronic Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04725136,NO,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,Atopic Dermatitis,,,,,BIOLOGICAL: FURESTEM-AD inj,,,,,"Dongguk University Medical Center, Ilsan, Korea, Republic of","Seoul National Hospital, Seoul, Korea, Republic of",,,,,,
Atopic Dermatitis,NCT05372003,IL-4 and Insulin Resistance for Treatment of Patients With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05372003,NO,ALL,ADULT,EARLY_PHASE1,Atopic Dermatitis,,,,,DRUG: Dupilumab,OTHER: Photo therapy,,,,"Mayo Clinic Arizona, Scottsdale, Arizona, 85259, United States",,,Elena Anna De Filippis,,,,
Atopic Dermatitis,NCT04110873,"A Phase II, Placebo-controlled Trial Evaluating the Efficacy of Antroquinonol in Patients With Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04110873,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,DRUG: Antroquinonol Capsule 50mg,DRUG: Antroquinonol Capsule 100mg,DRUG: Placebo oral capsule,,,"Chung Shan Medical University Hospital, Taichung, 402, Taiwan",,,Wei C- C,,,,
Atopic Dermatitis,NCT05999799,A Dose Finding Study to Investigate the Safety and Effectiveness of GSK1070806 in Adult Participants With Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05999799,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,"Dermatitis, Atopic",,,,,DRUG: GSK1070806,DRUG: Placebo,,,,"GSK Investigational Site, Phoenix, Arizona, 85006, United States","GSK Investigational Site, North Little Rock, Arkansas, 72117, United States","GSK Investigational Site, Canoga Park, California, 91303, United States",Clinical Trials,,,,
Atopic Dermatitis,NCT04146363,Evaluation of the Efficacy and Safety of Lebrikizumab (LY3650150) in Moderate to Severe Atopic Dermatitis (ADvocate1),https://clinicaltrials.gov/study/NCT04146363,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,BIOLOGICAL: Lebrikizumab,OTHER: Placebo,,,,"Johnson Dermatology, Fort Smith, Arkansas, 72916, United States","Wallace Medical Group, Inc., Beverly Hills, California, 90211, United States","California Dermatology & Clinical Research Institute, Encinitas, California, 92024, United States",Call 1-877- (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9  - 5  Eastern time (/ - 5 hours,,,,
Atopic Dermatitis,NCT05891119,Study to Investigate the Effect of Rocatinlimab (AMG 451) on the Pharmacokinetics of Multiple Cytochrome P450 (CYP450) Substrates in Participants With Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05891119,NO,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,Atopic Dermatitis,,,,,DIETARY_SUPPLEMENT: Caffeine,DRUG: Metoprolol,DRUG: Midazolam,DRUG: Warfarin,DIETARY_SUPPLEMENT: Vitamin K,"Velocity Clinical Research, North Hollywood, North Hollywood, California, 91606-1570, United States","Accel Research Sites (ACR), DeLand, Florida, 32720-3134, United States","Direct Helpers Research Center (DHRC), Hialeah, Florida, 33012-3618, United States",,,,,
Atopic Dermatitis,NCT03920852,A Maximum Use Trial of Ruxolitinib Cream in Adolescent and Adult Participants With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT03920852,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,Atopic Dermatitis,,,,,DRUG: Ruxolitinib cream,,,,,"Orange County Research Center, Anaheim, California, 92801, United States","Encino Research Center, Encino, California, 91436, United States","San Marcus Research Clinic, Inc., Miami Lakes, Florida, 33014, United States",,,,,
Atopic Dermatitis,NCT06116565,A Study of CM310 in Subjects With Moderate-to-Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06116565,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,BIOLOGICAL: CM310,,,,,,,,,,,,
Atopic Dermatitis,NCT05324618,Tacrolimus Versus Hydrocortisone in Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05324618,NO,ALL,CHILD,PHASE4,Atopic,Dermatitis,,,,DRUG: Tacrolimus,DRUG: Hydrocortisone,,,,"Dermatology Clinic of National Hepatology and Tropical Medicine Research Institute, Cairo, 123456, Egypt",,,Amal A. Mohamed,,,,
Atopic Dermatitis,NCT05059509,Evaluate Efficacy of FB825 in Adults With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05059509,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Atopic Dermatitis,,,,,BIOLOGICAL: FB825,,,,,"National Taiwan University Hospital, Taipei, Taiwan",,,,,,,
Atopic Dermatitis,NCT05724199,A Study Assessing Rocatinlimab in Combination With Topical Corticosteroid and/or Topical Calcineurin Inhibitors in Adult Participants With Moderate-to-severe Atopic Dermatitis (AD),https://clinicaltrials.gov/study/NCT05724199,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,Atopic Dermatitis,,,,,DRUG: Rocatinlimab,OTHER: Placebo,,,,"The University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States","Medical Dermatology Specialists, Phoenix, Arizona, 85006, United States","Southwest Skin Specialists, Phoenix, Arizona, 85018, United States",,,,,
Atopic Dermatitis,NCT05394792,An Observational Study of Upadacitinib to Assess Change in Disease Activity in Canadian Adult Participants With Moderate-to-Severe Atopic Dermatitis Who Are Inadequate Responders To or Discontinuing Dupilumab,https://clinicaltrials.gov/study/NCT05394792,NO,ALL,"ADULT, OLDER_ADULT",,Atopic Dermatitis,,,,,,,,,,"Dermatology Research Institute Inc. /ID# 246344, Calgary, Alberta, T2J 7E1, Canada","Laser Rejuvenation Clinics Inc. /ID# 255303, Calgary, Alberta, T2W 4X9, Canada","Rejuvenation Dermatology Clinic Calgary North /ID# 255623, Calgary, Alberta, T3K 6B8, Canada",.,,,,
